appid,positive,negative,owners,average_forever,price,genre,total_ratings,genres_Action,genres_Adventure,genres_Casual,genres_Indie,genres_Other,genres_RPG,catagories_fixed_Multi,catagories_fixed_Single,catagories_fixed_Single/Multi
263760,4276,355,200000,223,999.0,Action Games,4631,1,0,0,0,0,0,0,1,0
263820,553,72,50000,123,199.0,Action Games,625,1,0,0,0,0,0,0,1,0
263860,295,111,50000,203,999.0,Indie,406,0,0,0,1,0,0,0,0,1
263880,387,57,20000,173,699.0,Action Games,444,1,0,0,0,0,0,0,0,1
263920,213,89,20000,147,899.0,Action Games,302,1,0,0,0,0,0,0,0,1
263960,69,16,0,263,1499.0,Action,85,1,0,0,0,0,0,0,0,1
263980,6354,465,500000,154,99.0,Action Games,6819,1,0,0,0,0,0,0,1,0
264000,128,74,20000,163,1999.0,Action Games,202,1,0,0,0,0,0,0,0,1
264060,177,32,20000,108,1499.0,Adventure,209,0,1,0,0,0,0,0,1,0
264080,548,59,100000,54,699.0,Action Games,607,1,0,0,0,0,0,0,1,0
264120,585,638,200000,101,0.0,Free to Play,1223,0,0,0,0,0,0,0,0,1
264140,4428,2478,200000,396,999.0,Adventure,6906,0,1,0,0,0,0,0,1,0
264160,514,70,20000,94,999.0,Action Games,584,1,0,0,0,0,0,0,0,1
264200,15280,283,500000,396,499.0,Action Games,15563,1,0,0,0,0,0,0,1,0
264240,1074,416,200000,241,999.0,Action Games,1490,1,0,0,0,0,0,0,1,0
264260,46,19,0,364,899.0,Violent,65,0,0,0,0,1,0,0,1,0
264280,351,215,50000,136,499.0,Action Games,566,1,0,0,0,0,0,0,1,0
264300,670,281,100000,119,799.0,Action Games,951,1,0,0,0,0,0,0,1,0
264320,92,58,20000,79,499.0,Adventure,150,0,1,0,0,0,0,0,1,0
264340,222,46,20000,129,499.0,Action Games,268,1,0,0,0,0,0,0,1,0
264380,3266,175,200000,77,0.0,Indie,3441,0,0,0,1,0,0,0,1,0
264520,199,68,20000,514,1499.0,Adventure,267,0,1,0,0,0,0,0,1,0
264540,191,101,50000,113,999.0,Action Games,292,1,0,0,0,0,0,0,1,0
264560,151,25,50000,235,999.0,Adventure,176,0,1,0,0,0,0,0,1,0
264690,493,74,50000,115,999.0,Indie,567,0,0,0,1,0,0,0,1,0
264710,145861,6325,2000000,1930,2999.0,Adventure,152186,0,1,0,0,0,0,0,1,0
264730,1199,391,100000,223,499.0,Action Games,1590,1,0,0,0,0,0,0,1,0
265000,520,91,0,586,1999.0,Action Games,611,1,0,0,0,0,0,0,1,0
265120,235,248,100000,176,699.0,Indie,483,0,0,0,1,0,0,0,1,0
265170,175,38,20000,144,599.0,Action Games,213,1,0,0,0,0,0,0,0,1
265210,4209,433,1000000,169,249.0,Indie,4642,0,0,0,1,0,0,0,0,1
265300,9506,6179,500000,419,2999.0,Action Games,15685,1,0,0,0,0,0,0,1,0
265330,1071,350,100000,204,499.0,Adventure,1421,0,1,0,0,0,0,0,1,0
265380,172,90,100000,148,999.0,Action Games,262,1,0,0,0,0,0,0,1,0
265550,9318,3471,500000,632,2999.0,Action,12789,1,0,0,0,0,0,0,0,1
265590,1644,599,1000000,216,999.0,Action Games,2243,1,0,0,0,0,0,0,0,1
265610,2451,88,100000,350,1199.0,Adventure,2539,0,1,0,0,0,0,0,1,0
265630,28446,2713,2000000,334,0.0,Action Games,31159,1,0,0,0,0,0,1,0,0
265670,140,293,20000,91,299.0,Adventure,433,0,1,0,0,0,0,0,1,0
265690,1730,387,100000,224,0.0,Adventure,2117,0,1,0,0,0,0,0,1,0
265770,133,398,200000,4,0.0,Action Games,531,1,0,0,0,0,0,1,0,0
265790,55,35,0,305,199.0,Adventure,90,0,1,0,0,0,0,0,1,0
265830,501,169,100000,331,1999.0,Action Games,670,1,0,0,0,0,0,0,1,0
265870,126,89,50000,117,999.0,Adventure,215,0,1,0,0,0,0,0,1,0
265890,4264,144,200000,156,299.0,Casual,4408,0,0,1,0,0,0,0,1,0
265930,50266,5877,2000000,362,999.0,Casual,56143,0,0,1,0,0,0,0,0,1
266010,7360,302,200000,218,299.0,Casual,7662,0,0,1,0,0,0,0,1,0
266030,135,126,100000,40,0.0,Free to Play,261,0,0,0,0,0,0,0,0,1
266050,96,122,50000,373,499.0,Action Games,218,1,0,0,0,0,0,0,1,0
266110,854,201,100000,130,1499.0,Action Games,1055,1,0,0,0,0,0,0,1,0
266130,1831,389,200000,85,1499.0,Action Games,2220,1,0,0,0,0,0,0,1,0
266150,417,280,200000,75,0.0,Action Games,697,1,0,0,0,0,0,1,0,0
266210,3578,209,200000,443,349.0,Indie,3787,0,0,0,1,0,0,0,1,0
266230,392,75,50000,289,999.0,Indie,467,0,0,0,1,0,0,0,1,0
266250,104,13,20000,15,399.0,Action Games,117,1,0,0,0,0,0,0,0,1
266310,1230,491,200000,25,599.0,Animation & Modeling,1721,0,0,0,0,1,0,0,0,1
266330,135,84,100000,156,999.0,Action Games,219,1,0,0,0,0,0,0,1,0
266390,465,103,50000,18,399.0,Casual,568,0,0,1,0,0,0,0,1,0
266410,1475,224,200000,30,0.0,Massively Multiplayer,1699,0,0,0,0,1,0,0,0,1
266430,1554,706,500000,88,0.0,Casual,2260,0,0,1,0,0,0,0,0,1
266490,816,126,50000,227,1499.0,Adventure,942,0,1,0,0,0,0,0,1,0
266510,8876,936,500000,387,1999.0,Action,9812,1,0,0,0,0,0,0,1,0
266840,18797,1945,1000000,1494,2999.0,Simulation,20742,0,0,0,0,0,0,0,0,1
267060,261,162,50000,216,499.0,Casual,423,0,0,1,0,0,0,0,1,0
267340,192,82,50000,416,999.0,Casual,274,0,0,1,0,0,0,0,1,0
267360,416,41,20000,34,499.0,Action,457,1,0,0,0,0,0,0,1,0
267490,716,1079,200000,161,1999.0,Action Games,1795,1,0,0,0,0,0,0,1,0
267530,2406,420,200000,1367,1999.0,Action Games,2826,1,0,0,0,0,0,0,0,1
267600,166,826,50000,3,999.0,Simulation,992,0,0,0,0,0,0,0,1,0
267670,57,28,20000,102,399.0,RPG,85,0,0,0,0,0,1,0,1,0
267730,16,26,0,422,499.0,Indie,42,0,0,0,1,0,0,0,0,1
267750,780,513,200000,262,0.0,Indie,1293,0,0,0,1,0,0,0,0,1
267900,169,170,50000,211,999.0,Action Games,339,1,0,0,0,0,0,0,0,1
267920,670,182,200000,246,89.0,Action Games,852,1,0,0,0,0,0,0,1,0
267940,120,322,50000,5,89.0,Action Games,442,1,0,0,0,0,0,0,1,0
267960,101,325,100000,8,299.0,Action Games,426,1,0,0,0,0,0,0,1,0
267980,275,96,100000,226,299.0,Strategy,371,0,0,0,0,0,0,0,1,0
268050,15050,2882,1000000,609,999.0,Action Games,17932,1,0,0,0,0,0,0,1,0
268130,5252,307,200000,655,1499.0,Action,5559,1,0,0,0,0,0,0,1,0
268200,153,127,50000,8,599.0,Action Games,280,1,0,0,0,0,0,0,1,0
268220,651,110,100000,600,699.0,Action,761,1,0,0,0,0,0,0,0,1
268240,659,107,100000,194,499.0,Action Games,766,1,0,0,0,0,0,0,1,0
268320,293,25,20000,4,699.0,Indie,318,0,0,0,1,0,0,0,1,0
268360,160,77,20000,14,699.0,Indie,237,0,0,0,1,0,0,0,0,1
268400,1688,155,100000,432,2999.0,Strategy,1843,0,0,0,0,0,0,0,0,1
268500,52764,8905,2000000,3171,5999.0,Strategy,61669,0,0,0,0,0,0,0,0,1
268540,1046,351,200000,304,1999.0,Adventure,1397,0,1,0,0,0,0,0,1,0
268650,6889,770,200000,1829,2499.0,Action Games,7659,1,0,0,0,0,0,0,0,1
268670,105,138,20000,61,99.0,Action Games,243,1,0,0,0,0,0,0,1,0
268750,6031,1022,200000,460,999.0,Action Games,7053,1,0,0,0,0,0,0,0,1
268810,240,74,50000,245,999.0,Adventure,314,0,1,0,0,0,0,0,1,0
268850,2723,780,1000000,6914,0.0,Utilities,3503,0,0,0,0,1,0,0,1,0
268870,3243,1355,500000,210,2999.0,Action Games,4598,1,0,0,0,0,0,0,0,1
268910,66055,2524,2000000,719,1999.0,Action,68579,1,0,0,0,0,0,0,0,1
268990,664,37,0,161,999.0,Action Games,701,1,0,0,0,0,0,0,0,1
269030,1034,232,50000,146,999.0,Indie,1266,0,0,0,1,0,0,0,0,1
269050,1652,160,100000,13,599.0,Adventure,1812,0,1,0,0,0,0,0,1,0
269110,438,129,50000,113,1499.0,Adventure,567,0,1,0,0,0,0,0,0,1
269170,672,103,100000,225,1999.0,Casual,775,0,0,1,0,0,0,0,0,1
269190,1355,301,50000,472,2499.0,Action,1656,1,0,0,0,0,0,0,1,0
269210,19501,5488,1000000,667,699.0,Action Games,24989,1,0,0,0,0,0,0,0,1
269230,263,66,50000,67,999.0,Action Games,329,1,0,0,0,0,0,0,0,1
269250,544,91,50000,207,1299.0,Indie,635,0,0,0,1,0,0,0,1,0
269270,992,100,50000,172,299.0,Action Games,1092,1,0,0,0,0,0,0,1,0
269310,550,272,50000,399,999.0,Action Games,822,1,0,0,0,0,0,0,1,0
269330,557,78,100000,181,499.0,Adventure,635,0,1,0,0,0,0,0,1,0
269370,277,128,50000,652,599.0,Action Games,405,1,0,0,0,0,0,0,1,0
269430,4,34,100000,317,599.0,Racing,38,0,0,0,0,0,0,0,1,0
269470,289,221,20000,8229,3999.0,Audio Production,510,0,0,0,0,0,0,0,1,0
269490,1277,165,100000,128,799.0,Action Games,1442,1,0,0,0,0,0,0,1,0
269650,2319,339,200000,445,1999.0,Action Games,2658,1,0,0,0,0,0,0,1,0
269670,1721,302,200000,471,999.0,Action Games,2023,1,0,0,0,0,0,0,0,1
269690,215,68,50000,154,1199.0,Adventure,283,0,1,0,0,0,0,0,1,0
269710,1297,380,100000,449,2499.0,Action Games,1677,1,0,0,0,0,0,0,0,1
269730,677,384,50000,1170,2999.0,Simulation,1061,0,0,0,0,0,0,0,0,1
269770,4737,422,200000,996,1499.0,Action Games,5159,1,0,0,0,0,0,0,0,1
269790,3168,1010,200000,136,1499.0,Adventure,4178,0,1,0,0,0,0,0,1,0
269810,258,104,20000,85,0.0,Action Games,362,1,0,0,0,0,0,0,1,0
269890,257,194,50000,155,799.0,Adventure,451,0,1,0,0,0,0,0,1,0
269950,9081,910,500000,1982,5999.0,Simulation,9991,0,0,0,0,0,0,0,0,1
270050,504,150,100000,8,499.0,Adventure,654,0,1,0,0,0,0,0,1,0
270090,255,525,100000,232,399.0,Action Games,780,1,0,0,0,0,0,0,1,0
270110,591,201,20000,33,299.0,Action Games,792,1,0,0,0,0,0,0,1,0
270130,1243,227,50000,25,1499.0,Adventure,1470,0,1,0,0,0,0,0,1,0
270150,7207,969,500000,604,1499.0,Action Games,8176,1,0,0,0,0,0,0,0,1
270170,2242,1659,200000,7,0.0,Free to Play,3901,0,0,0,0,0,0,0,1,0
270210,4434,329,200000,263,499.0,Indie,4763,0,0,0,1,0,0,0,1,0
270270,347,175,20000,7,1199.0,Action Games,522,1,0,0,0,0,0,0,1,0
270310,294,99,20000,360,99.0,Adventure,393,0,1,0,0,0,0,0,1,0
270330,24,64,20000,248,499.0,Action Games,88,1,0,0,0,0,0,0,1,0
270410,36,35,20000,231,299.0,Action Games,71,1,0,0,0,0,0,0,1,0
270450,3460,289,200000,228,999.0,Action Games,3749,1,0,0,0,0,0,0,0,1
270490,205,48,20000,200,499.0,Adventure,253,0,1,0,0,0,0,0,1,0
270550,10296,1610,1000000,192,0.0,Action Games,11906,1,0,0,0,0,0,0,0,1
270570,1150,336,100000,116,99.0,Adventure,1486,0,1,0,0,0,0,0,1,0
270610,98,13,0,109,1499.0,Action Games,111,1,0,0,0,0,0,0,1,0
270630,1029,192,50000,155,499.0,Action Games,1221,1,0,0,0,0,0,0,1,0
270750,35,9,20000,187,399.0,RPG,44,0,0,0,0,0,1,0,1,0
270760,36,11,20000,188,399.0,RPG,47,0,0,0,0,0,1,0,1,0
270790,270,56,100000,45,499.0,Adventure,326,0,1,0,0,0,0,0,0,1
270830,50,32,0,183,2999.0,Simulation,82,0,0,0,0,0,0,0,0,1
270850,3783,786,500000,194,699.0,Simulation,4569,0,0,0,0,0,0,0,1,0
270880,68119,2934,2000000,3011,1999.0,Indie,71053,0,0,0,1,0,0,0,1,0
270910,553,515,100000,124,1499.0,Action Games,1068,1,0,0,0,0,0,0,0,1
270950,326,78,20000,233,899.0,Casual,404,0,0,1,0,0,0,0,0,1
271240,3631,1130,500000,307,2999.0,Indie,4761,0,0,0,1,0,0,0,0,1
271260,1472,599,100000,769,2999.0,Action Games,2071,1,0,0,0,0,0,0,0,1
271360,536,103,100000,86,999.0,Simulation,639,0,0,0,0,0,0,0,1,0
271500,451,1099,100000,183,299.0,Action,1550,1,0,0,0,0,0,0,1,0
271550,237,45,100000,229,499.0,Casual,282,0,0,1,0,0,0,0,1,0
271570,1366,469,200000,223,999.0,Action Games,1835,1,0,0,0,0,0,1,0,0
271590,829723,187581,20000000,11276,0.0,Action Games,1017304,1,0,0,0,0,0,0,0,1
271640,148,331,100000,237,199.0,Action Games,479,1,0,0,0,0,0,0,1,0
271670,616,101,50000,170,199.0,Action,717,1,0,0,0,0,0,0,1,0
271730,200,139,20000,34,1299.0,Action Games,339,1,0,0,0,0,0,0,1,0
271820,804,93,100000,232,499.0,Adventure,897,0,1,0,0,0,0,0,1,0
271860,505,294,100000,295,499.0,Indie,799,0,0,0,1,0,0,0,1,0
271900,1714,101,100000,518,299.0,Casual,1815,0,0,1,0,0,0,0,1,0
271920,371,70,200000,21,0.0,Simulation,441,0,0,0,0,0,0,0,1,0
272010,80,42,50000,149,999.0,Adventure,122,0,1,0,0,0,0,0,1,0
272040,1090,45,100000,30,399.0,Casual,1135,0,0,1,0,0,0,0,1,0
272060,4791,1430,10000000,314,0.0,Adventure,6221,0,1,0,0,0,0,0,1,0
272270,2555,1108,200000,1344,4499.0,Adventure,3663,0,1,0,0,0,0,0,1,0
272330,265,38,20000,146,999.0,Action Games,303,1,0,0,0,0,0,0,1,0
272470,1482,695,200000,540,1499.0,Action Games,2177,1,0,0,0,0,0,0,0,1
272510,5419,1091,200000,718,2999.0,Action Games,6510,1,0,0,0,0,0,0,0,1
272600,1413,74,50000,319,699.0,Adventure,1487,0,1,0,0,0,0,0,1,0
272890,607,427,200000,30,999.0,Indie,1034,0,0,0,1,0,0,0,0,1
272990,150,81,50000,19,399.0,Casual,231,0,0,1,0,0,0,0,1,0
273070,341,112,50000,316,499.0,Indie,453,0,0,0,1,0,0,0,1,0
273110,24960,12979,5000000,718,0.0,Action,37939,1,0,0,0,0,0,0,0,1
273350,31000,14876,5000000,347,0.0,Action Games,45876,1,0,0,0,0,0,0,0,1
273500,1087,172,100000,114,199.0,Action Games,1259,1,0,0,0,0,0,0,0,1
273570,317,13,100000,8,999.0,Action Games,330,1,0,0,0,0,0,0,0,1
273740,7,59,0,3,899.0,Simulation,66,0,0,0,0,0,0,0,1,0
273750,140,35,0,755,999.0,Racing,175,0,0,0,0,0,0,0,0,1
273760,48,247,20000,17,999.0,Simulation,295,0,0,0,0,0,0,0,1,0
273770,99,555,100000,221,99.0,Simulation,654,0,0,0,0,0,0,0,1,0
273820,25,100,50000,2,999.0,Simulation,125,0,0,0,0,0,0,0,1,0
273940,95,164,20000,3,999.0,Simulation,259,0,0,0,0,0,0,0,1,0
274130,296,226,0,87,0.0,Action Games,522,1,0,0,0,0,0,0,0,1
274170,30553,2367,1000000,691,1499.0,Action Games,32920,1,0,0,0,0,0,0,1,0
274190,39812,1178,2000000,772,1499.0,Action Games,40990,1,0,0,0,0,0,0,0,1
274230,1417,614,100000,558,1299.0,Action,2031,1,0,0,0,0,0,0,1,0
274250,627,166,100000,101,1299.0,Indie,793,0,0,0,1,0,0,0,1,0
274270,1658,248,100000,192,1999.0,Action Games,1906,1,0,0,0,0,0,0,1,0
274290,1781,729,200000,229,249.0,Adventure,2510,0,1,0,0,0,0,0,1,0
274310,1736,586,200000,169,999.0,Indie,2322,0,0,0,1,0,0,0,1,0
274350,1390,98,50000,51,999.0,Adventure,1488,0,1,0,0,0,0,0,1,0
274480,262,31,20000,191,1999.0,Action Games,293,1,0,0,0,0,0,0,0,1
274500,3403,167,200000,112,1999.0,Action Games,3570,1,0,0,0,0,0,0,1,0
274520,7920,455,500000,359,1499.0,Action Games,8375,1,0,0,0,0,0,0,1,0
274560,1393,529,200000,138,499.0,Action Games,1922,1,0,0,0,0,0,0,0,1
274620,378,255,200000,41,0.0,Action Games,633,1,0,0,0,0,0,1,0,0
274900,5005,848,500000,121,299.0,Action,5853,1,0,0,0,0,0,0,0,1
274920,6053,1229,500000,547,1499.0,Animation & Modeling,7282,0,0,0,0,1,0,0,0,0
274940,26324,3698,1000000,532,1999.0,Action Games,30022,1,0,0,0,0,0,0,0,1
274980,979,339,100000,140,0.0,Indie,1318,0,0,0,1,0,0,0,1,0
275080,121,158,100000,129,499.0,Casual,279,0,0,1,0,0,0,0,1,0
275100,3059,583,200000,164,1499.0,Adventure,3642,0,1,0,0,0,0,0,1,0
275180,631,84,100000,195,1499.0,Adventure,715,0,1,0,0,0,0,0,1,0
275200,1469,135,100000,83,1499.0,Action Games,1604,1,0,0,0,0,0,0,0,1
275390,4901,408,10000000,215,1499.0,Action Games,5309,1,0,0,0,0,0,0,0,1
275470,953,180,200000,261,499.0,Action Games,1133,1,0,0,0,0,0,0,1,0
275490,846,1065,200000,223,699.0,Action,1911,1,0,0,0,0,0,0,1,0
275510,110,100,50000,249,1299.0,Strategy,210,0,0,0,0,0,0,0,1,0
275530,748,252,100000,261,699.0,Action Games,1000,1,0,0,0,0,0,0,1,0
275570,290,63,50000,36,499.0,Action Games,353,1,0,0,0,0,0,0,1,0
275670,1618,253,200000,199,999.0,Indie,1871,0,0,0,1,0,0,0,1,0
275810,97,41,50000,514,699.0,Casual,138,0,0,1,0,0,0,0,1,0
275830,87,8,20000,223,699.0,Casual,95,0,0,1,0,0,0,0,1,0
275850,125496,56542,2000000,2326,5999.0,Action,182038,1,0,0,0,0,0,0,0,1
276730,40,31,20000,61,999.0,Action Games,71,1,0,0,0,0,0,0,0,1
276810,4502,1918,200000,890,1999.0,RPG,6420,0,0,0,0,0,1,0,0,1
276890,175,59,50000,143,799.0,Action Games,234,1,0,0,0,0,0,0,1,0
277110,218,45,50000,228,79.0,Adventure,263,0,1,0,0,0,0,0,1,0
277270,78,39,50000,388,79.0,Adventure,117,0,1,0,0,0,0,0,1,0
277430,3096,759,200000,123,299.0,Action Games,3855,1,0,0,0,0,0,0,1,0
277450,741,217,100000,20,499.0,Strategy,958,0,0,0,0,0,0,0,0,1
277460,417,113,100000,95,499.0,Indie,530,0,0,0,1,0,0,0,0,1
277470,168,78,50000,195,1499.0,Adventure,246,0,1,0,0,0,0,0,1,0
277490,379,74,50000,216,799.0,Action,453,1,0,0,0,0,0,0,1,0
277500,112,174,50000,210,499.0,Casual,286,0,0,1,0,0,0,0,1,0
277510,59,44,20000,121,999.0,Action Games,103,1,0,0,0,0,0,0,1,0
277520,133,116,20000,236,1499.0,Action,249,1,0,0,0,0,0,0,1,0
277590,1142,375,100000,657,1499.0,Action Games,1517,1,0,0,0,0,0,0,1,0
277630,114,42,20000,57,999.0,Simulation,156,0,0,0,0,0,0,0,1,0
277650,83,25,20000,90,499.0,Action Games,108,1,0,0,0,0,0,0,1,0
277680,626,67,100000,111,699.0,Casual,693,0,0,1,0,0,0,0,1,0
277700,184,20,20000,151,1299.0,Indie,204,0,0,0,1,0,0,0,1,0
277850,43,14,0,194,1499.0,Indie,57,0,0,0,1,0,0,1,0,0
277870,340,115,50000,382,199.0,Action Games,455,1,0,0,0,0,0,0,1,0
277890,994,164,100000,1012,999.0,Action Games,1158,1,0,0,0,0,0,0,1,0
277930,380,588,20000,392,0.0,Adventure,968,0,1,0,0,0,0,0,0,1
278080,7099,1382,500000,2038,4999.0,Action Games,8481,1,0,0,0,0,0,0,0,1
278100,709,115,100000,225,1499.0,Action Games,824,1,0,0,0,0,0,0,1,0
278360,24383,2129,5000000,378,1499.0,Adventure,26512,0,1,0,0,0,0,0,1,0
278440,203,80,50000,167,999.0,Indie,283,0,0,0,1,0,0,0,1,0
278460,1403,200,200000,195,1499.0,Casual,1603,0,0,1,0,0,0,0,1,0
278510,43,3,0,79,499.0,Action Games,46,1,0,0,0,0,0,0,1,0
278530,119,83,20000,315,1499.0,Adventure,202,0,1,0,0,0,0,0,1,0
278550,67,31,0,1439,5999.0,Simulation,98,0,0,0,0,0,0,0,1,0
278570,243,59,20000,189,199.0,Adventure,302,0,1,0,0,0,0,0,1,0
278620,266,129,50000,118,999.0,Action Games,395,1,0,0,0,0,0,0,1,0
278640,186,65,20000,196,499.0,Action Games,251,1,0,0,0,0,0,0,1,0
278810,85,70,0,144,1499.0,Action Games,155,1,0,0,0,0,0,0,1,0
278850,2,4,0,4,499.0,Action Games,6,1,0,0,0,0,0,0,1,0
278890,1860,253,100000,297,299.0,Action Games,2113,1,0,0,0,0,0,0,1,0
278910,619,160,100000,180,0.0,Indie,779,0,0,0,1,0,0,0,0,1
278930,253,73,50000,102,599.0,Action Games,326,1,0,0,0,0,0,0,1,0
278970,8381,9921,200000,332,999.0,Action Games,18302,1,0,0,0,0,0,1,0,0
279260,278,100,50000,135,599.0,Adventure,378,0,1,0,0,0,0,0,1,0
279420,65,10,20000,103,999.0,Casual,75,0,0,1,0,0,0,0,1,0
279440,478,149,50000,424,1499.0,Adventure,627,0,1,0,0,0,0,0,1,0
279540,224,65,50000,80,199.0,Casual,289,0,0,1,0,0,0,0,1,0
279580,103,46,20000,71,1299.0,Action Games,149,1,0,0,0,0,0,0,0,1
279640,166,154,200000,275,699.0,Indie,320,0,0,0,1,0,0,0,1,0
279720,490,269,1000000,255,699.0,RPG,759,0,0,0,0,0,1,0,1,0
279740,40,21,100000,266,999.0,Photo Editing,61,0,0,0,0,1,0,0,1,0
279800,953,32,100000,177,999.0,Adventure,985,0,1,0,0,0,0,0,1,0
279900,126,61,50000,568,0.0,Adventure,187,0,1,0,0,0,0,0,1,0
279940,682,65,0,213,749.0,Adventure,747,0,1,0,0,0,0,0,1,0
279990,126,65,50000,30,999.0,Casual,191,0,0,1,0,0,0,0,1,0
280010,708,169,0,57,399.0,Action Games,877,1,0,0,0,0,0,1,0,0
280040,297,130,50000,169,999.0,Action Games,427,1,0,0,0,0,0,0,1,0
280140,264,92,100000,266,599.0,Adventure,356,0,1,0,0,0,0,0,1,0
280160,6921,722,500000,235,1999.0,Action,7643,1,0,0,0,0,0,0,0,1
280180,1441,330,200000,153,1999.0,Action Games,1771,1,0,0,0,0,0,0,0,1
280200,43,44,100000,3,499.0,Action Games,87,1,0,0,0,0,0,0,1,0
280220,3591,123,200000,348,1499.0,Indie,3714,0,0,0,1,0,0,0,1,0
280320,330,214,20000,66,499.0,Casual,544,0,0,1,0,0,0,0,1,0
280520,978,252,50000,140,1499.0,Action Games,1230,1,0,0,0,0,0,0,0,1
280560,388,25,20000,30,499.0,Action Games,413,1,0,0,0,0,0,0,1,0
280600,242,59,0,31,1299.0,Action Games,301,1,0,0,0,0,0,0,1,0
280640,41,127,200000,210,499.0,Action Games,168,1,0,0,0,0,0,0,1,0
280680,1196,86,200000,445,999.0,Animation & Modeling,1282,0,0,0,0,1,0,0,1,0
280790,23037,5587,2000000,417,0.0,Action,28624,1,0,0,0,0,0,0,0,1
280910,341,38,20000,204,0.0,Action Games,379,1,0,0,0,0,0,0,0,1
281060,116,41,50000,280,499.0,Adventure,157,0,1,0,0,0,0,0,1,0
281200,301,138,50000,295,999.0,Adventure,439,0,1,0,0,0,0,0,1,0
281220,492,326,100000,85,999.0,Action Games,818,1,0,0,0,0,0,0,1,0
281280,292,76,50000,190,499.0,Racing,368,0,0,0,0,0,0,0,0,1
281350,32,58,20000,4,299.0,Strategy,90,0,0,0,0,0,0,0,1,0
281370,501,764,50000,122,199.0,Indie,1265,0,0,0,1,0,0,0,1,0
281390,62,16,20000,236,499.0,Strategy,78,0,0,0,0,0,0,0,1,0
281410,294,108,100000,25,999.0,Action Games,402,1,0,0,0,0,0,0,1,0
281610,4176,940,200000,362,4999.0,Strategy,5116,0,0,0,0,0,0,0,0,1
281640,2374,267,200000,276,2499.0,Indie,2641,0,0,0,1,0,0,0,1,0
281750,608,119,200000,181,499.0,Adventure,727,0,1,0,0,0,0,0,1,0
281820,56,22,20000,6,899.0,Action Games,78,1,0,0,0,0,0,0,1,0
281860,173,24,50000,330,799.0,Action Games,197,1,0,0,0,0,0,0,1,0
281920,2016,217,200000,190,699.0,Action Games,2233,1,0,0,0,0,0,0,0,1
281940,797,566,100000,184,999.0,Action Games,1363,1,0,0,0,0,0,0,1,0
281990,81789,12795,2000000,5356,3999.0,Simulation,94584,0,0,0,0,0,0,0,0,1
282010,493,56,100000,196,999.0,Action Games,549,1,0,0,0,0,0,0,0,1
282030,477,66,50000,166,999.0,Action,543,1,0,0,0,0,0,0,1,0
282050,349,291,20000,69,2999.0,Racing,640,0,0,0,0,0,0,0,0,1
282070,63047,3514,2000000,799,1999.0,Adventure,66561,0,1,0,0,0,0,0,1,0
282100,734,245,500000,172,699.0,Action,979,1,0,0,0,0,0,0,1,0
282140,24524,1059,1000000,424,2999.0,Action,25583,1,0,0,0,0,0,0,1,0
282210,992,1108,200000,339,1499.0,Strategy,2100,0,0,0,0,0,0,0,1,0
282400,1629,417,100000,459,999.0,Simulation,2046,0,0,0,0,0,0,0,0,1
282440,11568,1986,2000000,486,999.0,Action Games,13554,1,0,0,0,0,0,0,0,1
282530,1132,247,100000,455,1499.0,Action Games,1379,1,0,0,0,0,0,0,1,0
282560,1301,4002,100000,843,499.0,Simulation,5303,0,0,0,0,0,0,0,1,0
282590,539,120,100000,91,1999.0,Indie,659,0,0,0,1,0,0,0,0,1
282660,6518,1747,500000,1131,0.0,Utilities,8265,0,0,0,0,1,0,1,0,0
282680,75,22,0,1,1899.0,Indie,97,0,0,0,1,0,0,0,0,1
282760,1846,215,100000,258,499.0,Casual,2061,0,0,1,0,0,0,0,1,0
282800,17985,1325,500000,497,174.0,Indie,19310,0,0,0,1,0,0,0,0,1
282880,212,107,100000,358,0.0,Casual,319,0,0,1,0,0,0,0,0,1
282900,10583,545,200000,761,1499.0,RPG,11128,0,0,0,0,0,1,0,1,0
283000,64,87,20000,111,1499.0,Indie,151,0,0,0,1,0,0,0,0,1
283040,39,38,0,344,999.0,Adventure,77,0,1,0,0,0,0,0,1,0
283060,152,154,100000,27,0.0,Adventure,306,0,1,0,0,0,0,1,0,0
283080,292,38,20000,134,499.0,Action Games,330,1,0,0,0,0,0,0,1,0
283100,71,214,0,6,1499.0,Action Games,285,1,0,0,0,0,0,1,0,0
283160,1271,133,100000,75,1999.0,Action Games,1404,1,0,0,0,0,0,0,1,0
283180,125,40,50000,191,599.0,Adventure,165,0,1,0,0,0,0,0,1,0
283230,891,294,100000,296,299.0,Adventure,1185,0,1,0,0,0,0,0,1,0
283270,112,16,0,17,999.0,Action Games,128,1,0,0,0,0,0,0,0,1
283290,2150,327,200000,194,299.0,Action Games,2477,1,0,0,0,0,0,0,1,0
283310,126,83,50000,59,299.0,RPG,209,0,0,0,0,0,1,0,1,0
283330,91,143,20000,17,89.0,Action Games,234,1,0,0,0,0,0,0,1,0
283350,48,161,20000,1,89.0,Action Games,209,1,0,0,0,0,0,0,1,0
283370,175,383,100000,4,299.0,Action Games,558,1,0,0,0,0,0,0,1,0
283390,168,138,100000,240,299.0,Action Games,306,1,0,0,0,0,0,0,1,0
283410,123,98,20000,194,89.0,Action Games,221,1,0,0,0,0,0,0,1,0
283430,201,234,20000,41,299.0,Action Games,435,1,0,0,0,0,0,0,1,0
283450,36,32,0,107,299.0,Casual,68,0,0,1,0,0,0,0,0,1
