appid,positive,negative,owners,average_forever,price,genre,total_ratings,genres_Action,genres_Adventure,genres_Casual,genres_Indie,genres_Other,genres_RPG,catagories_fixed_Multi,catagories_fixed_Single,catagories_fixed_Single/Multi
20,4691,815,2000000,92,499.0,Action Games,5506,1,0,0,0,0,0,1,0,0
30,4564,500,5000000,299,499.0,Action Games,5064,1,0,0,0,0,0,1,0,0
40,1668,360,100000,23,499.0,Action Games,2028,1,0,0,0,0,0,1,0,0
50,10197,535,5000000,218,499.0,Action Games,10732,1,0,0,0,0,0,0,0,1
60,3395,790,5000000,23,499.0,Action,4185,1,0,0,0,0,0,1,0,0
70,55289,2005,5000000,429,999.0,Action Games,57294,1,0,0,0,0,0,0,0,1
80,16730,1677,5000000,1198,999.0,Action Games,18407,1,0,0,0,0,0,0,0,1
130,7344,747,1000000,101,499.0,Action Games,8091,1,0,0,0,0,0,0,1,0
220,113562,3170,10000000,852,999.0,Action Games,116732,1,0,0,0,0,0,0,1,0
240,113380,4645,10000000,5876,999.0,Action,118025,1,0,0,0,0,0,1,0,0
280,6606,2107,2000000,201,999.0,Action Games,8713,1,0,0,0,0,0,0,1,0
300,14034,1433,5000000,1286,999.0,Action Games,15467,1,0,0,0,0,0,1,0,0
320,8226,930,10000000,979,499.0,Action,9156,1,0,0,0,0,0,1,0,0
340,7613,1162,10000000,415,0.0,Action Games,8775,1,0,0,0,0,0,0,1,0
360,2015,652,5000000,24,999.0,Action Games,2667,1,0,0,0,0,0,1,0,0
380,14905,762,5000000,239,799.0,Action Games,15667,1,0,0,0,0,0,0,1,0
400,82101,1402,5000000,258,999.0,Action Games,83503,1,0,0,0,0,0,0,1,0
420,22679,796,5000000,357,799.0,Action Games,23475,1,0,0,0,0,0,0,1,0
440,703615,44046,50000000,7043,0.0,Action Games,747661,1,0,0,0,0,0,1,0,0
500,29937,1296,5000000,1160,999.0,Action,31233,1,0,0,0,0,0,0,0,1
570,1217813,224709,100000000,34720,0.0,Action Games,1442522,1,0,0,0,0,0,1,0,0
620,229144,2844,10000000,855,999.0,Action,231988,1,0,0,0,0,0,0,0,1
630,18451,1019,1000000,324,0.0,Action Games,19470,1,0,0,0,0,0,0,0,1
730,4598654,621427,100000000,26746,0.0,Action,5220081,1,0,0,0,0,0,1,0,0
1002,45,17,0,27,999.0,Indie,62,0,0,0,1,0,0,0,0,1
1200,1815,254,500000,545,499.0,Action Games,2069,1,0,0,0,0,0,1,0,0
1250,58216,2851,2000000,2357,1999.0,Action Games,61067,1,0,0,0,0,0,0,0,1
1300,654,78,100000,159,999.0,Action Games,732,1,0,0,0,0,0,0,1,0
1313,156,23,50000,7,999.0,Action,179,1,0,0,0,0,0,0,0,1
1500,556,180,200000,52,999.0,Indie,736,0,0,0,1,0,0,0,1,0
1510,1831,178,500000,154,999.0,Indie,2009,0,0,0,1,0,0,0,1,0
1520,2543,406,500000,167,999.0,Indie,2949,0,0,0,1,0,0,0,0,1
1530,404,81,500000,115,999.0,Indie,485,0,0,0,1,0,0,0,0,1
1600,205,68,50000,787,1499.0,Strategy,273,0,0,0,0,0,0,0,0,1
1610,151,30,50000,28,999.0,Strategy,181,0,0,0,0,0,0,0,0,1
1630,696,127,50000,579,139.0,Strategy,823,0,0,0,0,0,0,0,0,1
1640,743,194,100000,43,139.0,Strategy,937,0,0,0,0,0,0,0,0,1
1690,242,108,50000,9514,1499.0,Strategy,350,0,0,0,0,0,0,0,0,1
1700,980,138,200000,64,499.0,RPG,1118,0,0,0,0,0,1,0,1,0
1840,22659,1557,1000000,477,0.0,Animation & Modeling,24216,0,0,0,0,1,0,0,0,0
1900,728,308,500000,755,499.0,Strategy,1036,0,0,0,0,0,0,0,0,1
1930,3385,1183,1000000,426,999.0,RPG,4568,0,0,0,0,0,1,0,0,1
2100,6272,513,1000000,444,999.0,Action Games,6785,1,0,0,0,0,0,0,0,1
2200,2146,98,200000,108,1499.0,Action Games,2244,1,0,0,0,0,0,0,0,1
2210,1497,235,200000,15,1499.0,Action Games,1732,1,0,0,0,0,0,0,0,1
2270,2280,127,200000,97,499.0,Action Games,2407,1,0,0,0,0,0,0,1,0
2280,8011,370,500000,244,499.0,Action Games,8381,1,0,0,0,0,0,0,0,1
2290,841,124,500000,78,499.0,Action Games,965,1,0,0,0,0,0,0,1,0
2300,4258,257,500000,259,499.0,Action Games,4515,1,0,0,0,0,0,0,0,1
2310,4133,195,500000,19,499.0,Action,4328,1,0,0,0,0,0,0,0,1
2320,2327,194,200000,54,499.0,Action Games,2521,1,0,0,0,0,0,0,0,1
2350,155,41,500000,17,1499.0,Action Games,196,1,0,0,0,0,0,0,0,1
2360,369,43,200000,5,499.0,Action Games,412,1,0,0,0,0,0,0,1,0
2370,87,23,50000,1,499.0,Action Games,110,1,0,0,0,0,0,0,1,0
2390,607,37,100000,1,499.0,Action Games,644,1,0,0,0,0,0,0,0,1
2400,5011,815,1000000,271,999.0,Action Games,5826,1,0,0,0,0,0,0,0,1
2420,621,263,200000,92,999.0,Action Games,884,1,0,0,0,0,0,0,1,0
2450,708,215,100000,575,499.0,Action Games,923,1,0,0,0,0,0,0,0,1
2500,1084,275,200000,158,699.0,Action Games,1359,1,0,0,0,0,0,0,0,1
2520,57,53,50000,15,499.0,Casual,110,0,0,1,0,0,0,0,1,0
2540,207,144,100000,21,499.0,Casual,351,0,0,1,0,0,0,0,0,1
2570,29,115,50000,17,0.0,Indie,144,0,0,0,1,0,0,0,1,0
2590,700,591,200000,35,499.0,Action Games,1291,1,0,0,0,0,0,0,1,0
2600,8766,471,500000,609,1999.0,Action Games,9237,1,0,0,0,0,0,0,1,0
2610,1027,116,100000,55,1999.0,Action Games,1143,1,0,0,0,0,0,0,1,0
2620,2635,159,200000,426,1999.0,Action Games,2794,1,0,0,0,0,0,0,0,1
2630,4414,357,1000000,500,1999.0,Action Games,4771,1,0,0,0,0,0,0,0,1
2640,840,127,200000,83,1999.0,Action Games,967,1,0,0,0,0,0,0,0,1
2700,4126,432,1000000,857,0.0,Simulation,4558,0,0,0,0,0,0,0,1,0
2710,310,43,20000,154,299.0,Action Games,353,1,0,0,0,0,0,0,0,1
2780,159,76,50000,302,799.0,Action Games,235,1,0,0,0,0,0,0,0,1
2800,274,62,200000,10,499.0,Strategy,336,0,0,0,0,0,0,0,1,0
2810,353,137,200000,684,999.0,Strategy,490,0,0,0,0,0,0,0,1,0
2820,1977,322,500000,687,1599.0,Action Games,2299,1,0,0,0,0,0,0,1,0
2840,185,68,200000,19,499.0,Simulation,253,0,0,0,0,0,0,0,1,0
2850,66,24,200000,10,499.0,Simulation,90,0,0,0,0,0,0,0,1,0
2870,2994,4082,200000,1852,2999.0,Action Games,7076,1,0,0,0,0,0,0,1,0
2900,97,30,20000,1240,999.0,Strategy,127,0,0,0,0,0,0,0,0,1
2910,213,43,20000,55,999.0,Strategy,256,0,0,0,0,0,0,0,1,0
2920,52,17,100000,135,999.0,Strategy,69,0,0,0,0,0,0,0,0,1
2990,8702,443,200000,303,199.0,Racing,9145,0,0,0,0,0,0,0,1,0
3020,1302,311,100000,302,999.0,Action Games,1613,1,0,0,0,0,0,0,0,1
3130,441,79,200000,577,499.0,Strategy,520,0,0,0,0,0,0,0,1,0
3170,684,66,200000,974,999.0,RPG,750,0,0,0,0,0,1,0,1,0
3260,275,212,50000,185,499.0,Adventure,487,0,1,0,0,0,0,0,1,0
3270,560,182,200000,65,499.0,Action Games,742,1,0,0,0,0,0,0,0,1
3320,2276,96,200000,346,499.0,Casual,2372,0,0,1,0,0,0,0,1,0
3330,1127,77,100000,101,499.0,Casual,1204,0,0,1,0,0,0,0,1,0
3390,679,27,100000,104,499.0,Casual,706,0,0,1,0,0,0,0,1,0
3480,2325,105,200000,799,499.0,Casual,2430,0,0,1,0,0,0,0,1,0
3483,924,72,200000,58,0.0,Casual,996,0,0,1,0,0,0,0,1,0
3540,683,36,100000,122,499.0,Casual,719,0,0,1,0,0,0,0,1,0
3560,191,42,20000,1454,499.0,Casual,233,0,0,1,0,0,0,0,1,0
3590,46117,1717,2000000,947,499.0,Strategy,47834,0,0,0,0,0,0,0,1,0
3600,120,67,100000,70,499.0,Casual,187,0,0,1,0,0,0,0,1,0
3620,834,53,100000,152,499.0,Action Games,887,1,0,0,0,0,0,0,1,0
3700,1667,510,500000,167,799.0,Action Games,2177,1,0,0,0,0,0,0,1,0
3710,690,101,50000,57,799.0,Action Games,791,1,0,0,0,0,0,0,0,1
3720,2773,148,200000,377,999.0,Strategy,2921,0,0,0,0,0,0,0,1,0
3730,1727,254,200000,78,499.0,Action Games,1981,1,0,0,0,0,0,0,0,1
3800,311,86,50000,235,999.0,Action Games,397,1,0,0,0,0,0,0,1,0
3810,465,126,50000,171,0.0,Action Games,591,1,0,0,0,0,0,0,1,0
3820,308,120,50000,228,0.0,Action Games,428,1,0,0,0,0,0,0,1,0
3830,10060,521,2000000,332,499.0,Action Games,10581,1,0,0,0,0,0,0,1,0
3900,2065,171,1000000,658,1999.0,Strategy,2236,0,0,0,0,0,0,0,0,1
3910,4099,518,1000000,182,499.0,Strategy,4617,0,0,0,0,0,0,0,0,1
3920,4001,255,500000,347,999.0,RPG,4256,0,0,0,0,0,1,0,1,0
3980,321,124,50000,760,999.0,Strategy,445,0,0,0,0,0,0,0,1,0
3990,225,27,1000000,67,499.0,Strategy,252,0,0,0,0,0,0,0,1,0
4000,631770,22926,20000000,10448,999.0,Indie,654696,0,0,0,1,0,0,0,0,1
4230,130,47,20000,317,3999.0,Racing,177,0,0,0,0,0,0,0,0,1
4300,49,17,20000,11,999.0,Action Games,66,1,0,0,0,0,0,0,1,0
4420,70,47,20000,45,999.0,RPG,117,0,0,0,0,0,1,0,1,0
4470,46,19,20000,414,999.0,RPG,65,0,0,0,0,0,1,0,0,1
4500,19193,866,1000000,1115,1999.0,Action Games,20059,1,0,0,0,0,0,0,0,1
4520,138,74,50000,11,999.0,Action Games,212,1,0,0,0,0,0,0,0,1
4560,5372,365,2000000,1126,1999.0,Action Games,5737,1,0,0,0,0,0,0,0,1
4570,5485,285,1000000,247,1299.0,Strategy,5770,0,0,0,0,0,0,0,0,1
4580,4904,180,1000000,784,1299.0,Strategy,5084,0,0,0,0,0,0,0,0,1
4700,19025,879,2000000,3244,2499.0,Strategy,19904,0,0,0,0,0,0,0,0,1
4720,1894,325,200000,301,1495.0,Action,2219,1,0,0,0,0,0,0,1,0
4760,11794,722,1000000,1478,1299.0,Strategy,12516,0,0,0,0,0,0,0,0,1
4770,474,169,500000,391,1299.0,Strategy,643,0,0,0,0,0,0,0,0,1
4800,386,68,100000,716,1499.0,Strategy,454,0,0,0,0,0,0,0,0,1
4850,1524,202,200000,330,499.0,Strategy,1726,0,0,0,0,0,0,0,0,1
4880,235,94,100000,91,499.0,Strategy,329,0,0,0,0,0,0,0,1,0
4890,448,154,100000,13,499.0,Strategy,602,0,0,0,0,0,0,0,0,1
4920,9997,1697,1000000,535,999.0,Action Games,11694,1,0,0,0,0,0,1,0,0
6000,9631,481,1000000,251,999.0,Action,10112,1,0,0,0,0,0,0,0,1
6020,9571,410,2000000,485,999.0,Action Games,9981,1,0,0,0,0,0,0,0,1
6030,3054,299,500000,298,999.0,Action Games,3353,1,0,0,0,0,0,0,0,1
6040,746,71,100000,7,599.0,Adventure,817,0,1,0,0,0,0,0,1,0
6060,40035,2653,2000000,398,999.0,Action Games,42688,1,0,0,0,0,0,0,0,1
6090,167,19,20000,12,599.0,Action Games,186,1,0,0,0,0,0,0,1,0
6120,2261,272,200000,125,999.0,Action Games,2533,1,0,0,0,0,0,0,0,1
6200,1246,170,100000,41,499.0,Strategy,1416,0,0,0,0,0,0,0,1,0
6210,98,34,20000,134,499.0,Strategy,132,0,0,0,0,0,0,0,1,0
6220,2818,222,200000,133,149.0,Racing,3040,0,0,0,0,0,0,0,0,1
6250,473,114,50000,23,499.0,Action Games,587,1,0,0,0,0,0,0,0,1
6270,82,104,20000,8,499.0,Racing,186,0,0,0,0,0,0,0,0,1
6300,731,118,100000,7,1999.0,Adventure,849,0,1,0,0,0,0,0,1,0
6310,1401,132,200000,22,999.0,Action Games,1533,1,0,0,0,0,0,0,1,0
6370,1396,230,500000,313,0.0,Action Games,1626,1,0,0,0,0,0,0,0,1
6400,151,23,20000,559,799.0,Action Games,174,1,0,0,0,0,0,0,0,1
6420,603,111,100000,18,999.0,Indie,714,0,0,0,1,0,0,0,0,1
6510,866,228,200000,324,1499.0,Action Games,1094,1,0,0,0,0,0,0,0,1
6550,1804,1231,200000,50,1999.0,Action Games,3035,1,0,0,0,0,0,0,1,0
6600,43,35,50000,2,399.0,Casual,78,0,0,1,0,0,0,0,1,0
6800,2235,278,500000,255,499.0,Action Games,2513,1,0,0,0,0,0,0,0,1
6810,582,87,500000,46,499.0,Action Games,669,1,0,0,0,0,0,0,0,1
6830,1774,306,500000,44,499.0,Strategy,2080,0,0,0,0,0,0,0,0,1
6840,532,317,500000,173,499.0,Action Games,849,1,0,0,0,0,0,0,0,1
6850,2045,376,1000000,59,899.0,Action Games,2421,1,0,0,0,0,0,0,1,0
6860,8116,514,500000,302,999.0,Action Games,8630,1,0,0,0,0,0,0,1,0
6870,470,157,500000,97,699.0,Action Games,627,1,0,0,0,0,0,0,1,0
6880,2329,1172,1000000,157,699.0,Action Games,3501,1,0,0,0,0,0,0,1,0
6900,1669,642,1000000,45,799.0,Action Games,2311,1,0,0,0,0,0,0,1,0
6910,9049,487,1000000,338,699.0,Action Games,9536,1,0,0,0,0,0,0,0,1
6920,893,613,1000000,59,699.0,Action Games,1506,1,0,0,0,0,0,0,1,0
6980,1470,310,500000,369,899.0,Action Games,1780,1,0,0,0,0,0,0,1,0
7000,2649,350,500000,95,699.0,Action Games,2999,1,0,0,0,0,0,0,1,0
7020,307,19,50000,243,999.0,Action Games,326,1,0,0,0,0,0,0,0,1
7110,1011,353,200000,74,1499.0,RPG,1364,0,0,0,0,0,1,0,1,0
7200,1342,84,100000,1003,2999.0,Racing,1426,0,0,0,0,0,0,0,0,1
7510,1752,1103,500000,315,999.0,Action Games,2855,1,0,0,0,0,0,0,1,0
7520,3481,2166,500000,430,1999.0,RPG,5647,0,0,0,0,0,1,0,0,1
7530,270,247,100000,312,999.0,Strategy,517,0,0,0,0,0,0,0,1,0
7600,1536,699,500000,662,999.0,Strategy,2235,0,0,0,0,0,0,0,0,1
7610,581,188,200000,195,999.0,Strategy,769,0,0,0,0,0,0,0,0,1
7620,691,104,200000,147,499.0,Strategy,795,0,0,0,0,0,0,0,1,0
7650,532,51,500000,212,499.0,Strategy,583,0,0,0,0,0,0,0,1,0
7660,549,74,500000,32,499.0,Strategy,623,0,0,0,0,0,0,0,1,0
7670,23003,1348,2000000,402,1999.0,Action Games,24351,1,0,0,0,0,0,0,1,0
7730,71,68,100000,11,499.0,Strategy,139,0,0,0,0,0,0,0,0,1
7760,2678,161,1000000,245,499.0,Strategy,2839,0,0,0,0,0,0,0,1,0
7770,177,162,100000,26,499.0,Strategy,339,0,0,0,0,0,0,0,0,1
7830,2165,278,200000,961,499.0,Strategy,2443,0,0,0,0,0,0,0,0,1
7840,50,52,20000,7,299.0,Racing,102,0,0,0,0,0,0,0,1,0
7860,723,344,100000,264,499.0,Action Games,1067,1,0,0,0,0,0,0,0,1
7940,12572,1028,1000000,534,1999.0,Action Games,13600,1,0,0,0,0,0,0,0,1
8000,3146,634,500000,200,899.0,Action,3780,1,0,0,0,0,0,0,1,0
8080,1766,1042,500000,101,699.0,Action,2808,1,0,0,0,0,0,0,0,1
8100,138,138,100000,41,599.0,Action Games,276,1,0,0,0,0,0,0,1,0
8140,2855,904,500000,112,899.0,Action Games,3759,1,0,0,0,0,0,0,1,0
8170,1488,662,200000,483,899.0,Action Games,2150,1,0,0,0,0,0,0,0,1
8190,40273,3935,2000000,585,1499.0,Action Games,44208,1,0,0,0,0,0,0,1,0
8200,408,50,50000,88,0.0,Action Games,458,1,0,0,0,0,0,0,1,0
8210,86,9,0,68,0.0,Action Games,95,1,0,0,0,0,0,0,1,0
8220,71,12,0,59,0.0,Action Games,83,1,0,0,0,0,0,0,1,0
8230,365,70,500000,134,0.0,Action Games,435,1,0,0,0,0,0,0,1,0
8250,65,6,0,39,0.0,Action Games,71,1,0,0,0,0,0,0,1,0
8260,127,17,20000,102,0.0,Adventure,144,0,1,0,0,0,0,0,1,0
8270,48,11,20000,64,999.0,Adventure,59,0,1,0,0,0,0,0,1,0
8290,52,5,20000,64,999.0,Adventure,57,0,1,0,0,0,0,0,1,0
8300,48,8,0,59,999.0,Adventure,56,0,1,0,0,0,0,0,1,0
8310,87,82,50000,5,0.0,Adventure,169,0,1,0,0,0,0,0,1,0
8320,59,39,50000,25,0.0,Adventure,98,0,1,0,0,0,0,0,1,0
8340,270,27,50000,17,1499.0,Adventure,297,0,1,0,0,0,0,0,1,0
8400,692,74,100000,91,399.0,Casual,766,0,0,1,0,0,0,0,1,0
8500,16394,5072,2000000,1755,0.0,Action,21466,1,0,0,0,0,0,1,0,0
8600,1909,366,500000,373,399.0,Racing,2275,0,0,0,0,0,0,0,0,1
8800,2513,98,500000,15897,999.0,Strategy,2611,0,0,0,0,0,0,0,1,0
8850,10073,1158,2000000,356,1999.0,Action Games,11231,1,0,0,0,0,0,0,0,1
8870,102147,5051,2000000,840,2999.0,Action,107198,1,0,0,0,0,0,0,1,0
8880,233,188,100000,37,499.0,RPG,421,0,0,0,0,0,1,0,0,1
8890,161,33,100000,59,499.0,RPG,194,0,0,0,0,0,1,0,0,1
8930,164835,6605,5000000,6005,2999.0,Strategy,171440,0,0,0,0,0,0,0,0,1
9000,304,46,200000,5,299.0,Action,350,1,0,0,0,0,0,0,1,0
9010,4693,384,500000,198,499.0,Action Games,5077,1,0,0,0,0,0,0,0,1
9030,242,26,200000,6,299.0,Action Games,268,1,0,0,0,0,0,0,0,1
9040,334,22,50000,1,299.0,Action Games,356,1,0,0,0,0,0,0,0,1
9050,4367,551,500000,149,499.0,Action Games,4918,1,0,0,0,0,0,0,0,1
9160,444,109,500000,2,1499.0,Action Games,553,1,0,0,0,0,0,0,1,0
9180,1082,73,200000,2,499.0,Action Games,1155,1,0,0,0,0,0,0,1,0
9200,11170,3427,1000000,600,999.0,Action Games,14597,1,0,0,0,0,0,0,0,1
9310,1035,112,500000,123,1299.0,Strategy,1147,0,0,0,0,0,0,0,0,1
9340,752,63,1000000,530,1999.0,Action Games,815,1,0,0,0,0,0,0,0,1
9350,1662,210,200000,799,1299.0,Strategy,1872,0,0,0,0,0,0,0,0,1
9420,8368,247,500000,1800,1299.0,Strategy,8615,0,0,0,0,0,0,0,0,1
9450,9401,450,1000000,2434,1299.0,Strategy,9851,0,0,0,0,0,0,0,0,1
9460,469,259,200000,117,1999.0,Action Games,728,1,0,0,0,0,0,0,1,0
9480,11400,3307,2000000,719,999.0,Action Games,14707,1,0,0,0,0,0,0,1,0
9500,204,137,100000,9,199.0,Action,341,1,0,0,0,0,0,0,0,1
9800,517,180,100000,6,499.0,Action Games,697,1,0,0,0,0,0,0,1,0
9880,2478,1009,1000000,186,0.0,Free to Play,3487,0,0,0,0,0,0,1,0,0
9900,10894,3053,1000000,2797,0.0,Free to Play,13947,0,0,0,0,0,0,1,0,0
9940,809,167,50000,249,299.0,Action Games,976,1,0,0,0,0,0,0,1,0
9980,53,27,20000,216,699.0,Casual,80,0,0,1,0,0,0,0,1,0
10090,31526,2012,2000000,1734,1999.0,Action,33538,1,0,0,0,0,0,0,0,1
10110,204,48,100000,44,1999.0,Adventure,252,0,1,0,0,0,0,0,1,0
10130,770,205,100000,9,1999.0,Action Games,975,1,0,0,0,0,0,0,0,1
10150,5276,1303,500000,406,1999.0,Action Games,6579,1,0,0,0,0,0,0,1,0
10180,37971,3101,5000000,860,1999.0,Action Games,41072,1,0,0,0,0,0,0,0,1
10220,809,1424,50000,77,1199.0,Action Games,2233,1,0,0,0,0,0,0,1,0
10240,16,11,0,123,699.0,Adventure,27,0,1,0,0,0,0,0,1,0
10270,868,348,100000,3185,1499.0,RPG,1216,0,0,0,0,0,1,0,0,1
10500,21425,2218,2000000,2791,2499.0,Strategy,23643,0,0,0,0,0,0,0,0,1
10680,12319,1370,1000000,783,1499.0,Action Games,13689,1,0,0,0,0,0,0,0,1
11020,11635,1660,2000000,268,0.0,Racing,13295,0,0,0,0,0,0,0,0,1
11050,120,59,50000,519,249.0,Adventure,179,0,1,0,0,0,0,0,1,0
11150,189,109,100000,30,249.0,Adventure,298,0,1,0,0,0,0,0,1,0
11200,371,271,200000,154,999.0,Action Games,642,1,0,0,0,0,0,0,0,1
11230,339,144,50000,13,299.0,Casual,483,0,0,1,0,0,0,0,0,1
11240,308,319,100000,67,499.0,Action Games,627,1,0,0,0,0,0,0,0,1
11250,24,12,20000,1,799.0,Simulation,36,0,0,0,0,0,0,0,0,1
11260,104,63,50000,2002,799.0,Simulation,167,0,0,0,0,0,0,0,0,1
11280,1016,133,100000,108,89.0,Action Games,1149,1,0,0,0,0,0,0,0,1
11330,616,137,100000,36,0.0,Casual,753,0,0,1,0,0,0,0,1,0
11340,542,172,100000,72,499.0,Action Games,714,1,0,0,0,0,0,0,1,0
11360,444,153,20000,188,99.0,Indie,597,0,0,0,1,0,0,0,1,0
11450,4420,324,1000000,368,499.0,RPG,4744,0,0,0,0,0,1,0,1,0
11480,402,71,100000,182,499.0,Strategy,473,0,0,0,0,0,0,0,0,1
11560,81,50,20000,413,499.0,Strategy,131,0,0,0,0,0,0,0,1,0
11590,204,316,20000,131,499.0,Simulation,520,0,0,0,0,0,0,0,1,0
11610,1598,562,500000,431,0.0,Action Games,2160,1,0,0,0,0,0,0,0,1
12100,7786,1145,2000000,227,999.0,Action Games,8931,1,0,0,0,0,0,0,1,0
12110,17224,1340,1000000,384,999.0,Action Games,18564,1,0,0,0,0,0,0,1,0
12120,49644,4774,2000000,1107,1499.0,Action Games,54418,1,0,0,0,0,0,0,1,0
12130,1214,622,200000,45,999.0,Action Games,1836,1,0,0,0,0,0,0,1,0
12140,6564,723,500000,301,999.0,Action Games,7287,1,0,0,0,0,0,0,1,0
12150,4464,263,500000,407,999.0,Action Games,4727,1,0,0,0,0,0,0,1,0
12160,641,121,200000,20,0.0,Racing,762,0,0,0,0,0,0,0,0,1
12170,248,43,500000,124,0.0,Action Games,291,1,0,0,0,0,0,0,1,0
12180,257,20,500000,9,0.0,Action Games,277,1,0,0,0,0,0,0,1,0
12200,12583,2414,1000000,468,1499.0,Action Games,14997,1,0,0,0,0,0,0,1,0
12210,55574,21675,2000000,1192,1999.0,Action,77249,1,0,0,0,0,0,0,0,1
12320,2253,457,200000,532,149.0,Action Games,2710,1,0,0,0,0,0,0,1,0
12330,332,73,100000,110,199.0,Action Games,405,1,0,0,0,0,0,0,1,0
12340,54,29,20000,50,999.0,Adventure,83,0,1,0,0,0,0,0,1,0
12360,2742,469,200000,256,399.0,Racing,3211,0,0,0,0,0,0,0,0,1
12430,35,78,0,41,499.0,Casual,113,0,0,1,0,0,0,0,1,0
12460,106,77,20000,6,499.0,Strategy,183,0,0,0,0,0,0,0,0,1
12480,99,78,20000,3,999.0,Strategy,177,0,0,0,0,0,0,0,1,0
12500,711,100,50000,1210,999.0,Casual,811,0,0,1,0,0,0,0,0,1
12510,19,96,20000,1,999.0,Strategy,115,0,0,0,0,0,0,0,1,0
12520,285,122,50000,385,999.0,Racing,407,0,0,0,0,0,0,0,1,0
12640,351,90,100000,1793,999.0,RPG,441,0,0,0,0,0,1,0,1,0
12710,1338,97,500000,402,999.0,RPG,1435,0,0,0,0,0,1,0,1,0
12770,446,196,200000,46,999.0,RPG,642,0,0,0,0,0,1,0,1,0
12790,164,205,50000,33,999.0,Action,369,1,0,0,0,0,0,0,0,1
12810,2912,387,1000000,356,999.0,RPG,3299,0,0,0,0,0,1,0,1,0
12830,1232,665,500000,184,999.0,Action Games,1897,1,0,0,0,0,0,0,1,0
12900,9724,429,1000000,326,999.0,Indie,10153,0,0,0,1,0,0,0,1,0
13000,54,4,0,27,499.0,Casual,58,0,0,1,0,0,0,0,0,1
13140,1628,719,500000,118,0.0,Action Games,2347,1,0,0,0,0,0,0,0,1
13200,310,134,200000,63,1499.0,Action,444,1,0,0,0,0,0,0,1,0
13210,2850,322,500000,528,1999.0,Action Games,3172,1,0,0,0,0,0,0,0,1
13230,2865,77,500000,1442,1499.0,Action Games,2942,1,0,0,0,0,0,0,0,1
13240,2843,84,200000,166,999.0,Action Games,2927,1,0,0,0,0,0,0,0,1
13250,1601,184,200000,81,999.0,Action Games,1785,1,0,0,0,0,0,0,0,1
13500,1199,184,200000,46,999.0,Action Games,1383,1,0,0,0,0,0,0,1,0
13520,4341,901,1000000,276,999.0,Action Games,5242,1,0,0,0,0,0,0,1,0
13530,670,184,200000,8,999.0,Action Games,854,1,0,0,0,0,0,0,1,0
13540,544,152,100000,51,999.0,Action Games,696,1,0,0,0,0,0,0,0,1
13560,1421,210,200000,246,999.0,Action Games,1631,1,0,0,0,0,0,0,1,0
13570,2580,191,200000,373,999.0,Action Games,2771,1,0,0,0,0,0,0,1,0
13580,448,626,200000,382,999.0,Action Games,1074,1,0,0,0,0,0,0,1,0
13600,1428,206,200000,231,999.0,Action Games,1634,1,0,0,0,0,0,0,1,0
15000,127,104,100000,14,999.0,Action Games,231,1,0,0,0,0,0,0,0,1
15080,468,120,50000,348,999.0,Action Games,588,1,0,0,0,0,0,0,1,0
15100,8577,1665,500000,463,1999.0,Action Games,10242,1,0,0,0,0,0,0,1,0
15120,3356,554,500000,637,999.0,Action Games,3910,1,0,0,0,0,0,0,0,1
15130,2208,291,200000,184,999.0,Action Games,2499,1,0,0,0,0,0,0,1,0
15160,90,39,0,2,999.0,Simulation,129,0,0,0,0,0,0,0,1,0
15170,2016,277,200000,313,999.0,Strategy,2293,0,0,0,0,0,0,0,1,0
15190,916,146,100000,196,999.0,Action,1062,1,0,0,0,0,0,0,1,0
15200,395,198,100000,272,999.0,Simulation,593,0,0,0,0,0,0,0,0,1
15210,1260,198,100000,249,999.0,Simulation,1458,0,0,0,0,0,0,0,0,1
15240,137,38,50000,1454,999.0,Simulation,175,0,0,0,0,0,0,0,0,1
15300,769,59,100000,316,299.0,Action Games,828,1,0,0,0,0,0,0,1,0
15320,1816,234,200000,426,999.0,Simulation,2050,0,0,0,0,0,0,0,0,1
15370,1522,118,200000,1549,999.0,Strategy,1640,0,0,0,0,0,0,0,1,0
15380,147,24,50000,71,999.0,Strategy,171,0,0,0,0,0,0,0,1,0
15390,1166,133,100000,320,999.0,Action Games,1299,1,0,0,0,0,0,0,1,0
15400,98,25,20000,153,799.0,Strategy,123,0,0,0,0,0,0,0,1,0
15500,435,141,100000,86,999.0,Casual,576,0,0,1,0,0,0,0,1,0
15520,580,109,100000,41,999.0,Action Games,689,1,0,0,0,0,0,0,1,0
15560,783,265,200000,39,999.0,Action Games,1048,1,0,0,0,0,0,0,1,0
15620,7623,929,2000000,1076,1999.0,Strategy,8552,0,0,0,0,0,0,0,0,1
15700,3181,518,5000000,235,299.0,Adventure,3699,0,1,0,0,0,0,0,1,0
15710,1068,58,200000,23,299.0,Adventure,1126,0,1,0,0,0,0,0,1,0
15740,570,170,200000,84,499.0,Action Games,740,1,0,0,0,0,0,0,1,0
15750,988,157,200000,158,999.0,Action,1145,1,0,0,0,0,0,0,1,0
15900,117,35,20000,196,999.0,Casual,152,0,0,1,0,0,0,0,1,0
15930,92,15,20000,1013,999.0,Casual,107,0,0,1,0,0,0,0,1,0
16030,83,30,20000,17,999.0,Casual,113,0,0,1,0,0,0,0,1,0
16300,90,8,20000,197,999.0,Indie,98,0,0,0,1,0,0,0,1,0
